http://www.wikidata.org/entity/Q127471,Ashley Tisdale,71,singer_singer-songwriter_voice actor_film actor_television actor_recording artist
http://www.wikidata.org/entity/Q1275768,Fred Rogers,72,Christian minister_puppeteer_singer_author_composer_educator_screenwriter_songwriter_television presenter_television producer_theologian_television actor
http://www.wikidata.org/entity/Q1276,Leonard Cohen,131,singer-songwriter_poet_street artist_novelist_writer_musician_pianist_screenwriter_film actor_record producer_singer_lyricist_author_drawer
http://www.wikidata.org/entity/Q127998,Mahmoud Abbas,92,politician_jurist
http://www.wikidata.org/entity/Q128027,Giorgio Vasari,87,painter_architect_art historian_writer_biographer_art theorist_aesthetician_architectural draftsperson
http://www.wikidata.org/entity/Q12807,Umberto Eco,146,philosopher_novelist_essayist_pedagogue_screenwriter_translator_university teacher_semiotician_writer_literary critic_medievalist_literary scholar_historian
http://www.wikidata.org/entity/Q128121,Mick Jagger,97,actor_singer-songwriter_guitarist_composer_singer_film producer_poet_record producer_manufacturer
http://www.wikidata.org/entity/Q128126,Claude Lévi-Strauss,95,philosopher_politician_anthropologist_photographer_pedagogue_writer_professor_sociologist_psychologist_mythographer_ethnologist
http://www.wikidata.org/entity/Q128245,Mohammad Reza Pahlavi,99,politician_monarch
http://www.wikidata.org/entity/Q128297,Maria Callas,87,opera singer_singer_actor
http://www.wikidata.org/entity/Q128460,Charles Perrault,101,writer_poet_poet lawyer_collector of fairy tales_critic_children's writer_art theorist
http://www.wikidata.org/entity/Q128604,Lester Bowles Pearson,75,politician_ice hockey player_diplomat_historian_military personnel
http://www.wikidata.org/entity/Q128725,Hidetoshi Nakata,71,association football player
http://www.wikidata.org/entity/Q128736,John Forbes Nash Jr.,101,mathematician_economist_university teacher
http://www.wikidata.org/entity/Q128790,Georges Simenon,85,writer_novelist_journalist_photographer
http://www.wikidata.org/entity/Q128799,Ricky Martin,84,singer_stage actor_composer_model_television actor_writer
http://www.wikidata.org/entity/Q12881,Paulo Coelho,128,writer_novelist_blogger_actor_composer_poet lawyer_science fiction writer_lyricist_songwriter_researcher_international forum participant
http://www.wikidata.org/entity/Q128829,Michael Owen,75,association football player
http://www.wikidata.org/entity/Q128902,William Pitt de Jongere,75,politician_lawyer
http://www.wikidata.org/entity/Q128956,Harold Wilson,91,politician_Esperantist_statistician
http://www.wikidata.org/entity/Q128967,Edward Heath,77,politician_military personnel_journalist_conductor
http://www.wikidata.org/entity/Q12897,Pelé,166,association football player_politician_film actor_actor
http://www.wikidata.org/entity/Q128976,Alec Douglas-Home,72,politician_cricketer_diplomat
http://www.wikidata.org/entity/Q128985,Harold Macmillan,92,politician_diplomat_military personnel_Prime Minister of the United Kingdom_leader
http://www.wikidata.org/entity/Q128995,Anthony Eden,90,politician_diplomat_aristocrat
http://www.wikidata.org/entity/Q1290,Blaise Pascal,190,mathematician_philosopher_theologian_physicist_writer_French moralist_statistician
http://www.wikidata.org/entity/Q129006,Clement Attlee,100,politician_diplomat_professor
http://www.wikidata.org/entity/Q129027,Paul Pogba,88,association football player_international forum participant
http://www.wikidata.org/entity/Q12908,George Soros,96,business magnate_investor_philanthropist_philosopher_writer_economist_financier_banker_trader_entrepreneur_international forum participant
http://www.wikidata.org/entity/Q129092,Fernandel,73,comedian_singer_stage actor_film actor_director_film director_television actor_actor
http://www.wikidata.org/entity/Q129119,Ruslana,72,singer_conductor_composer_dancer_pianist_politician_record producer_radio personality_actor
http://www.wikidata.org/entity/Q129187,Patrick White,88,writer_novelist_playwright_poet_screenwriter_autobiographer
http://www.wikidata.org/entity/Q129199,Nikolaj Lobatsjevski,92,mathematician_professor_university teacher
http://www.wikidata.org/entity/Q12927,Marine Le Pen,112,politician_lawyer
