http://www.wikidata.org/entity/Q42852,Abdullah Gül,109
http://www.wikidata.org/entity/Q40933,Eva Perón,102
http://www.wikidata.org/entity/Q11806,John Adams,170
http://www.wikidata.org/entity/Q43689,Ambrosius van Milaan,91
http://www.wikidata.org/entity/Q137042,Nat King Cole,73
http://www.wikidata.org/entity/Q10665,Kim Jong-il,129
http://www.wikidata.org/entity/Q42939,Bronisław Komorowski,84
http://www.wikidata.org/entity/Q41178,Haile Selassie,109
http://www.wikidata.org/entity/Q41852,Herakleios,83
http://www.wikidata.org/entity/Q43144,Sarah Palin,100
http://www.wikidata.org/entity/Q43274,Charles III van het Verenigd Koninkrijk,146
http://www.wikidata.org/entity/Q45662,Klemens von Metternich,89
http://www.wikidata.org/entity/Q45785,Kim Dae-jung,88
http://www.wikidata.org/entity/Q10287,Manuel Valls,73
http://www.wikidata.org/entity/Q9559,John Major,100
http://www.wikidata.org/entity/Q180278,Charles Gounod,74
http://www.wikidata.org/entity/Q9960,Ronald Reagan,303
http://www.wikidata.org/entity/Q12306,Millard Fillmore,134
http://www.wikidata.org/entity/Q12706,Maxim Gorky,169
http://www.wikidata.org/entity/Q12983,Herman Van Rompuy,89
http://www.wikidata.org/entity/Q41568,Michel de Montaigne,133
http://www.wikidata.org/entity/Q41866,Justinianus I,110
http://www.wikidata.org/entity/Q43330,Micheil Saakasjvili,121
http://www.wikidata.org/entity/Q43958,Rodrigo Díaz de Vivar,74
http://www.wikidata.org/entity/Q44197,Maximilien de Robespierre,124
http://www.wikidata.org/entity/Q44371,Valentina Teresjkova,113
http://www.wikidata.org/entity/Q10648,Gordon Brown,124
http://www.wikidata.org/entity/Q11753,Heinz Fischer,84
http://www.wikidata.org/entity/Q134798,Haruki Murakami,116
http://www.wikidata.org/entity/Q11815,James Monroe,146
http://www.wikidata.org/entity/Q182046,Leon Battista Alberti,81
http://www.wikidata.org/entity/Q11256,Fidel Castro,198
http://www.wikidata.org/entity/Q10261,Pythagoras,201
http://www.wikidata.org/entity/Q131237,Carl Lewis,74
http://www.wikidata.org/entity/Q10664,Neville Chamberlain,110
http://www.wikidata.org/entity/Q179631,Edward Elgar,71
http://www.wikidata.org/entity/Q9696,John F. Kennedy,229
http://www.wikidata.org/entity/Q9916,Dwight D. Eisenhower,176
http://www.wikidata.org/entity/Q10707,Robert Mugabe,134
http://www.wikidata.org/entity/Q44279,Oliver Cromwell,114
http://www.wikidata.org/entity/Q25351,Theodor Mommsen,121
http://www.wikidata.org/entity/Q41395,José Luis Rodríguez Zapatero,95
http://www.wikidata.org/entity/Q42992,Golda Meïr,120
http://www.wikidata.org/entity/Q43440,Giosuè Carducci,119
http://www.wikidata.org/entity/Q43944,Hamid Karzai,104
http://www.wikidata.org/entity/Q44071,Joeri Andropov,106
http://www.wikidata.org/entity/Q44329,Bashar al-Assad,134
http://www.wikidata.org/entity/Q42544,Thomas More,129
http://www.wikidata.org/entity/Q125904,Edward Norton,87
http://www.wikidata.org/entity/Q43135,Kevin Rudd,89
http://www.wikidata.org/entity/Q11816,John Quincy Adams,152
http://www.wikidata.org/entity/Q11820,Martin Van Buren,137
http://www.wikidata.org/entity/Q34413,Benazir Bhutto,133
http://www.wikidata.org/entity/Q47180,Petronius,78
http://www.wikidata.org/entity/Q33760,Bertrand Russell,177
http://www.wikidata.org/entity/Q37621,Thomas Hobbes,150
http://www.wikidata.org/entity/Q134661,George Boole,90
http://www.wikidata.org/entity/Q29213,Tarja Halonen,89
http://www.wikidata.org/entity/Q34453,Boris Jeltsin,153
http://www.wikidata.org/entity/Q34836,Ulysses S. Grant,147
http://www.wikidata.org/entity/Q35314,Nikita Chroesjtsjov,158
http://www.wikidata.org/entity/Q36740,Aung San Suu Kyi,155
http://www.wikidata.org/entity/Q47216,Condoleezza Rice,105
http://www.wikidata.org/entity/Q47846,Naoto Kan,84
http://www.wikidata.org/entity/Q48211,Aleksandr Kerenski,79
http://www.wikidata.org/entity/Q56226,Kim Jong-un,158
http://www.wikidata.org/entity/Q57402,Daniel Ortega,93
http://www.wikidata.org/entity/Q57464,Abdoellah II van Jordanië,101
http://www.wikidata.org/entity/Q57530,Gurbanguly Berdimuhamedow,90
http://www.wikidata.org/entity/Q57634,Hashim Thaçi,71
http://www.wikidata.org/entity/Q57665,Jens Stoltenberg,100
http://www.wikidata.org/entity/Q179858,Urho Kekkonen,73
http://www.wikidata.org/entity/Q153224,Andrej Kolmogorov,73
http://www.wikidata.org/entity/Q57413,Alassane Ouattara,73
http://www.wikidata.org/entity/Q29032,Miloš Zeman,87
http://www.wikidata.org/entity/Q34105,Hosni Moebarak,135
http://www.wikidata.org/entity/Q35236,Herbert Hoover,150
http://www.wikidata.org/entity/Q35498,Chester Arthur,125
http://www.wikidata.org/entity/Q37181,Luiz Inácio Lula da Silva,138
http://www.wikidata.org/entity/Q38823,Ruhollah Khomeini,121
http://www.wikidata.org/entity/Q39246,Richard Feynman,150
http://www.wikidata.org/entity/Q46795,Wangari Maathai,110
http://www.wikidata.org/entity/Q47900,Nestor Machno,70
http://www.wikidata.org/entity/Q57063,Philipp Eduard Anton Lenard,93
http://www.wikidata.org/entity/Q57418,Denis Sassou-Nguesso,75
http://www.wikidata.org/entity/Q57467,János Áder,76
http://www.wikidata.org/entity/Q57643,Lee Hsien Loong,73
http://www.wikidata.org/entity/Q57641,Viktor Orbán,101
http://www.wikidata.org/entity/Q57772,Jóhanna Sigurðardóttir,72
http://www.wikidata.org/entity/Q57792,Mark Rutte,99
http://www.wikidata.org/entity/Q57808,Shavkat Mirziyoyev,88
http://www.wikidata.org/entity/Q58720,Michail Lomonosov,105
http://www.wikidata.org/entity/Q60772,Ursula von der Leyen,96
http://www.wikidata.org/entity/Q47904,Mario Monti,84
http://www.wikidata.org/entity/Q162005,Paul Allen,82
http://www.wikidata.org/entity/Q37610,David Ben-Gurion,122
http://www.wikidata.org/entity/Q36970,Jackie Chan,153
http://www.wikidata.org/entity/Q57783,John Key,71
http://www.wikidata.org/entity/Q101740,Benoît Mandelbrot,77
http://www.wikidata.org/entity/Q173714,Max Euwe,72
http://www.wikidata.org/entity/Q178577,Norbert Wiener,72
http://www.wikidata.org/entity/Q265852,Tim Cook,71
http://www.wikidata.org/entity/Q34189,Pablo Neruda,157
http://www.wikidata.org/entity/Q35286,Warren G. Harding,135
